,Unnamed: 0,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate
534,534,42101,25.3,40193,6.2,55.0,2.66
535,535,42103,9.1,67317,5.9,40.2,28.73
536,536,42107,12.1,49360,5.8,67.3,9.12
537,537,42111,12.6,47950,6.0,60.9,17.45
538,538,42125,9.4,60332,5.2,58.0,48.72
539,539,42127,12.9,49985,5.1,55.6,25.39
540,540,42129,9.9,60308,5.2,62.3,5.96
541,541,42131,11.9,55820,5.3,66.1,36.6
542,542,42133,9.4,63493,4.3,51.6,15.69
543,543,44003,8.5,72765,4.1,62.3,22.59
544,544,44005,9.0,77186,3.9,50.4,27.56
545,545,44007,14.7,55848,4.7,48.4,28.4
546,546,44009,8.9,78599,4.0,56.2,19.82
547,547,45003,14.8,51583,4.1,77.7,21.41
548,548,45007,14.4,48846,3.9,83.9,12.07
549,549,45013,10.7,60319,4.1,59.7,10.7
550,550,45015,11.7,57399,3.8,54.0,15.6
551,551,45019,13.3,60144,3.5,66.1,16.94
552,552,45035,10.0,63269,3.9,90.4,12.14
553,553,45041,18.6,43727,4.5,121.9,18.04
554,554,45043,17.1,48373,5.6,78.1,16.23
555,555,45045,12.4,56311,3.7,79.2,13.81
556,556,45047,18.3,42740,4.5,101.5,19.9
557,557,45051,16.1,45979,5.0,97.1,20.7
558,558,45057,13.6,57667,4.7,72.9,28.09
559,559,45063,11.7,60329,3.6,82.1,12.73
560,560,45073,16.0,51087,4.4,107.5,24.59
561,561,45077,15.3,48133,4.1,93.9,17.01
562,562,45079,16.9,52187,4.3,58.5,15.79
563,563,45083,13.7,51035,4.0,93.0,16.29
564,564,45091,11.2,62620,4.0,62.9,16.89
565,565,47001,15.3,48679,4.0,126.2,44.59
566,566,47009,12.1,51391,3.5,80.2,22.32
567,567,47011,16.9,48663,3.7,113.7,13.26
568,568,47019,20.7,39725,4.6,98.8,28.32
569,569,47021,11.0,59103,3.1,93.1,59.51
570,570,47031,14.9,48188,3.7,156.4,21.8
571,571,47037,14.6,58264,2.8,73.7,26.04
572,572,47059,17.7,40145,4.6,107.9,24.71
573,573,47065,12.5,52096,3.7,109.2,16.32
574,574,47093,13.9,55299,3.2,84.7,41.57
575,575,47105,12.6,57641,3.7,91.5,34.51
576,576,47113,17.5,46424,4.0,114.7,12.29
577,577,47119,10.4,56999,3.3,114.7,13.02
578,578,47125,12.8,57431,4.1,77.3,10.49
579,579,47141,19.0,42437,3.8,125.5,12.87
580,580,47145,15.2,48391,4.4,128.7,30.17
581,581,47147,11.6,59771,3.4,116.0,21.37
582,582,47149,10.1,68082,2.9,82.2,15.13
583,583,47155,12.6,48482,4.0,99.5,24.58
584,584,47157,18.9,49563,4.4,65.5,16.22
585,585,47163,15.7,45224,4.1,145.0,18.45
586,586,47165,8.8,65174,3.0,82.8,15.26
587,587,47179,14.9,43194,3.8,94.5,17.21
588,588,47187,3.9,111427,2.7,50.8,10.61
589,589,47189,8.4,70674,3.0,79.2,17.59
590,590,48027,13.8,52164,4.3,49.3,5.46
591,591,48029,15.6,54163,3.5,50.9,4.85
592,592,48039,9.0,80840,5.3,58.8,4.14
593,593,48085,5.9,95394,3.5,50.9,3.4
594,594,48113,14.8,56732,3.9,46.1,6.3
595,595,48121,7.1,86462,3.3,53.8,5.02
596,596,48135,13.5,54422,4.1,68.7,7.0
597,597,48141,21.0,44120,4.6,34.7,5.95
598,598,48157,8.0,91661,4.6,35.8,2.88
599,599,48167,12.0,69674,5.3,70.5,8.36
600,600,48201,15.9,58664,5.1,42.4,6.04
601,601,48251,10.4,61813,3.8,85.2,7.17
602,602,48303,18.9,47460,3.2,79.1,5.9
603,603,48339,8.9,77149,4.4,55.7,10.33
604,604,48355,16.1,51910,5.4,71.6,9.69
605,605,48361,13.7,57257,6.9,95.8,11.76
606,606,48381,8.8,63077,2.8,69.5,7.44
607,607,48439,11.6,65021,3.7,61.0,5.16
608,608,48453,11.5,72785,3.1,45.6,7.74
609,609,48479,27.3,41979,4.2,24.9,9.1
610,610,48491,6.1,82131,3.3,56.9,2.74
611,611,49011,5.4,80433,3.1,62.5,9.21
612,612,49035,9.2,71396,3.1,63.2,14.44
613,613,49045,6.8,72198,3.6,64.0,16.31
614,614,49049,10.5,70461,2.9,52.9,12.53
615,615,49053,11.2,55518,3.5,79.7,16.3
616,616,49057,10.8,62937,3.7,75.9,13.9
617,617,50007,10.8,65851,2.2,42.7,17.86
618,618,50011,8.9,60670,3.0,79.1,20.4
619,619,50021,10.8,53492,3.5,65.6,16.92
620,620,50023,9.4,62203,2.9,52.0,18.87
621,621,50025,11.6,47827,3.1,60.1,37.32
622,622,50027,9.9,58403,2.5,30.9,19.96
623,623,51013,5.7,114705,2.5,20.1,6.38
624,624,51015,8.9,58368,3.4,15.9,15.97
625,625,51019,9.0,65172,3.9,37.0,12.82
626,626,51041,6.7,80573,3.6,56.3,18.92
627,627,51047,9.9,69318,3.6,53.3,42.9
628,628,51059,6.7,117989,3.0,24.9,9.14
629,629,51061,5.7,96835,3.3,61.7,23.03
630,630,51069,6.7,72139,3.2,50.4,18.5
631,631,51085,5.4,89723,3.3,73.7,19.83
632,632,51087,9.5,67434,3.7,56.6,17.99
633,633,51089,16.2,41206,4.6,63.4,19.52
634,634,51099,6.8,86878,3.7,44.3,37.97
635,635,51107,3.0,136191,3.0,31.1,6.28
636,636,51121,23.0,54297,3.8,53.2,11.16
637,637,51153,6.1,100431,3.4,32.2,12.74
638,638,51161,7.3,65171,3.4,74.9,20.27
639,639,51171,9.5,56733,3.4,53.4,23.13
640,640,51177,6.9,85743,3.7,54.5,15.03
641,641,51179,4.6,111184,3.6,41.3,11.59
642,642,51185,18.1,38855,5.6,153.3,24.33
643,643,51187,9.3,63785,3.7,77.5,35.39
644,644,51195,23.3,37460,6.4,159.0,33.69
645,645,51510,10.1,99959,2.8,27.2,7.5
646,646,51550,9.3,75529,3.8,54.2,15.39
647,647,51650,15.5,52894,5.0,60.9,11.88
648,648,51670,19.9,40209,6.1,150.8,48.63
649,649,51700,17.2,49635,4.6,49.8,14.49
650,650,51710,20.9,48218,4.6,53.9,20.84
651,651,51730,21.8,36038,7.3,130.4,34.65
652,652,51740,18.5,48532,5.4,83.8,21.15
653,653,51760,24.0,46073,4.3,41.9,30.39
654,654,51770,19.3,43135,4.1,86.2,39.06
655,655,51810,8.3,72126,3.5,52.1,12.43
656,656,53005,12.0,64717,5.5,89.8,10.09
657,657,53011,10.2,74243,5.1,54.2,8.01
658,658,53015,16.4,50617,6.1,76.6,12.16
659,659,53027,18.3,47619,7.1,90.4,20.63
660,660,53029,9.2,63529,5.2,39.1,14.43
661,661,53033,9.3,89519,3.6,41.9,10.92
662,662,53035,8.3,72795,4.9,56.8,6.76
663,663,53053,10.2,69027,5.3,57.2,11.41
664,664,53057,11.3,65505,5.5,71.8,9.55
665,665,53061,7.3,82405,4.0,60.9,12.1
666,666,53063,14.1,53438,5.4,76.6,5.93
667,667,53067,10.5,71370,4.9,54.8,5.7
668,668,53071,13.6,54243,4.9,74.4,18.16
669,669,53073,13.0,61026,5.0,63.1,6.32
670,670,53077,18.1,47573,6.8,60.4,8.79
671,671,54003,11.8,59071,3.6,82.6,73.09
672,672,54005,21.4,38584,6.4,106.7,49.22
673,673,54011,26.1,38191,4.5,106.8,137.96
674,674,54019,22.3,38063,6.4,60.9,62.04
675,675,54027,16.9,47606,3.9,64.1,46.87
676,676,54029,14.9,44623,6.0,117.8,40.75
677,677,54033,16.8,51711,4.8,88.4,23.59
678,678,54037,10.4,70203,3.1,77.1,39.05
679,679,54039,18.1,43598,5.1,94.9,52.92
680,680,54043,25.7,36055,6.8,41.5,81.63
681,681,54045,29.2,34925,7.4,170.7,91.12
682,682,54053,20.2,40314,6.7,68.8,52.24
683,683,54055,21.0,36160,5.8,101.7,41.84
684,684,54059,31.0,30880,8.6,74.5,58.03
685,685,54061,17.3,50621,3.7,46.5,27.61
686,686,54065,13.0,44448,3.9,68.6,73.5
687,687,54069,12.7,47818,4.7,67.4,33.31
688,688,54079,10.4,59815,4.7,78.2,49.3
689,689,54081,19.9,41286,5.3,78.9,65.31
690,690,54099,20.4,39355,5.8,61.6,117.05
691,691,54107,18.2,44742,5.5,91.3,16.45
692,692,55009,9.7,61240,2.9,55.8,10.68
693,693,55021,7.6,65931,3.0,81.4,17.47
694,694,55025,11.3,72385,2.4,43.9,16.41
695,695,55027,8.6,57862,2.9,37.1,17.09
696,696,55055,8.5,58759,3.2,54.6,21.22
697,697,55059,11.4,61312,3.9,53.4,24.33
698,698,55063,12.0,57145,2.9,57.9,16.06
699,699,55073,10.0,59302,2.9,42.4,10.31
700,700,55079,19.1,47795,4.0,64.2,30.98
701,701,55087,7.1,65945,3.0,50.3,9.14
702,702,55089,4.9,85098,2.7,54.0,11.31
703,703,55101,10.9,61118,4.0,64.8,20.91
704,704,55105,12.1,55905,3.7,64.4,22.8
705,705,55117,7.8,59231,2.8,54.6,15.61
706,706,55127,10.6,60675,3.3,51.4,12.61
707,707,55131,5.3,76551,2.8,54.9,14.06
708,708,55133,4.8,82627,2.9,58.2,15.48
709,709,55139,11.1,57529,3.0,48.5,12.91
710,710,56021,9.7,61658,3.7,64.5,10.17
