,Unnamed: 0,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate
534,534,47001,16.5,50672,3.8,109.5,23.53
535,535,47009,9.9,57939,3.2,69.1,22.84
536,536,47011,14.7,50427,3.6,102.0,15.93
537,537,47019,19.1,39202,4.1,88.7,21.3
538,538,47021,10.3,63241,2.7,82.9,51.93
539,539,47031,15.9,49494,3.4,138.3,23.34
540,540,47037,15.4,60799,2.6,60.6,28.59
541,541,47043,13.8,56166,3.0,97.7,18.71
542,542,47059,15.1,44366,4.6,96.3,23.16
543,543,47065,13.0,57196,3.4,94.5,11.25
544,544,47073,18.4,42188,4.0,70.6,17.69
545,545,47093,13.2,55874,2.9,73.1,46.42
546,546,47119,10.8,57337,3.2,97.5,19.08
547,547,47125,12.0,56102,3.8,68.5,19.42
548,548,47145,14.8,54440,4.1,106.5,47.05
549,549,47147,10.6,66006,3.1,103.8,14.08
550,550,47149,10.4,64170,2.7,70.8,20.93
551,551,47155,13.9,47202,3.5,85.8,37.8
552,552,47157,21.7,47924,4.2,54.7,12.61
553,553,47163,16.5,46024,3.7,125.1,26.64
554,554,47165,8.9,66171,2.8,70.2,18.17
555,555,47167,12.0,60874,4.2,86.7,16.24
556,556,47187,3.8,115930,2.5,44.4,13.38
557,557,47189,7.8,76507,2.8,69.3,13.51
558,558,48027,13.0,54292,4.1,42.6,4.78
559,559,48029,17.2,54210,3.3,44.1,5.14
560,560,48039,10.1,74225,4.5,52.9,5.67
561,561,48085,6.4,96936,3.3,45.4,3.58
562,562,48113,14.2,59838,3.7,40.3,5.84
563,563,48121,7.3,88384,3.2,47.9,3.03
564,564,48135,12.9,60431,2.7,61.6,6.78
565,565,48141,20.5,43948,4.2,30.6,5.59
566,566,48157,7.9,92310,4.0,32.1,3.05
567,567,48167,12.1,71959,4.6,64.6,8.88
568,568,48201,16.5,60241,4.4,37.9,6.21
569,569,48215,30.0,38785,6.6,22.7,1.27
570,570,48245,18.7,48121,6.3,71.0,4.71
571,571,48303,17.6,50377,3.1,70.1,6.51
572,572,48309,18.9,48858,3.6,63.2,3.93
573,573,48339,9.3,77598,3.8,50.6,7.45
574,574,48355,16.2,53034,4.7,64.0,7.18
575,575,48439,12.1,66059,3.5,53.7,4.22
576,576,48453,12.0,76255,2.8,39.5,7.93
577,577,48479,25.7,44919,3.8,21.3,5.07
578,578,48491,6.4,87817,3.1,50.5,3.53
579,579,49005,12.9,60315,2.7,44.6,8.66
580,580,49011,5.7,84381,2.9,57.0,9.67
581,581,49035,9.0,73619,3.0,55.6,14.32
582,582,49045,6.8,73584,3.5,52.8,18.6
583,583,49049,9.4,75296,2.8,47.4,11.73
584,584,49053,9.7,57069,3.4,72.8,12.81
585,585,49057,9.4,68106,3.5,69.8,14.82
586,586,50003,11.4,52510,3.1,52.4,36.49
587,587,50007,10.4,74240,2.1,35.2,6.68
588,588,50011,11.1,61129,2.5,68.8,22.26
589,589,50021,10.4,51723,3.1,52.2,30.68
590,590,50023,10.8,61808,2.6,44.8,20.64
591,591,50025,12.0,54441,2.9,50.5,53.79
592,592,50027,9.6,57438,2.3,25.7,28.94
593,593,51033,9.7,67335,3.5,28.7,35.75
594,594,51041,7.6,80734,2.9,45.6,24.1
595,595,51047,8.7,72111,2.8,46.5,25.07
596,596,51059,6.1,122035,2.4,21.8,6.78
597,597,51061,6.1,93462,2.6,51.1,21.22
598,598,51067,15.3,53522,3.1,59.6,26.69
599,599,51069,7.0,77684,2.6,43.9,18.11
600,600,51085,5.2,91028,2.6,57.9,18.65
601,601,51087,9.0,68581,3.0,46.1,16.7
602,602,51089,20.0,36471,3.7,54.2,21.59
603,603,51107,3.6,140382,2.5,27.2,5.41
604,604,51117,18.7,44832,4.1,69.2,32.63
605,605,51137,9.4,63681,3.0,61.8,32.75
606,606,51143,16.4,44710,3.6,13.7,16.41
607,607,51153,6.4,106200,2.7,28.3,10.47
608,608,51161,6.7,68734,2.7,67.3,15.95
609,609,51177,7.5,86695,3.0,48.0,23.09
610,610,51179,5.4,108421,3.0,36.4,13.34
611,611,51187,10.3,65635,3.1,65.0,35.0
612,612,51550,8.5,78846,3.0,48.1,12.78
613,613,51570,10.0,56800,3.3,145.5,56.08
614,614,51630,14.5,58448,3.5,106.0,37.74
615,615,51650,15.4,54763,4.0,49.7,17.12
616,616,51670,19.7,42568,4.8,136.4,57.53
617,617,51700,15.2,50283,3.6,40.7,19.59
618,618,51710,19.7,48519,3.6,43.9,15.98
619,619,51740,19.2,47343,4.1,69.8,26.42
620,620,51760,22.3,48747,3.5,32.1,31.03
621,621,51770,20.2,42715,3.2,70.6,47.04
622,622,51810,7.5,76520,2.9,45.3,11.55
623,623,53005,9.8,69212,5.2,73.8,7.93
624,624,53009,13.3,57183,6.4,83.4,13.03
625,625,53011,8.8,73971,4.8,46.7,7.68
626,626,53015,12.2,58624,5.9,65.4,9.18
627,627,53033,9.2,94822,3.5,35.8,11.19
628,628,53035,9.1,76530,4.6,48.4,5.19
629,629,53053,8.7,75022,5.2,49.8,10.1
630,630,53057,9.7,70955,5.2,66.0,13.26
631,631,53061,7.5,87096,3.8,51.7,15.95
632,632,53063,13.0,59408,5.2,68.5,6.41
633,633,53067,8.7,72400,4.8,47.6,8.73
634,634,53077,16.5,51377,6.3,50.3,10.74
635,635,54003,11.5,59619,4.1,72.7,50.37
636,636,54005,22.5,38110,6.1,105.0,82.0
637,637,54011,19.3,39790,4.7,92.1,114.78
638,638,54019,22.5,37867,6.4,53.7,41.84
639,639,54027,20.0,44442,4.2,53.7,55.68
640,640,54033,16.7,47942,4.5,79.9,20.72
641,641,54037,9.7,75027,3.3,64.0,38.72
642,642,54039,17.1,41926,5.2,79.0,47.1
643,643,54045,24.6,34894,7.0,146.4,49.07
644,644,54047,35.4,27292,9.4,73.2,60.36
645,645,54053,16.9,43050,7.0,57.3,44.91
646,646,54055,22.7,37860,6.3,85.5,45.66
647,647,54061,18.3,51070,4.1,38.0,18.79
648,648,54069,12.5,48689,4.6,55.6,40.71
649,649,54079,10.0,61995,4.9,66.6,33.52
650,650,54081,20.7,41298,5.3,66.3,60.6
651,651,54099,20.9,38704,6.0,60.3,60.08
652,652,54107,15.0,45278,5.5,76.4,27.31
653,653,55001,15.3,43000,4.7,29.5,49.14
654,654,55009,8.6,62097,2.7,49.0,6.83
655,655,55021,7.6,65435,2.7,69.4,20.92
656,656,55025,10.8,71789,2.2,37.9,15.67
657,657,55027,8.9,63608,2.6,33.7,23.91
658,658,55039,9.5,59428,2.6,43.0,9.7
659,659,55055,8.1,65831,2.9,47.8,11.75
660,660,55059,12.0,65013,3.5,47.3,18.9
661,661,55063,10.9,60619,2.6,50.2,15.22
662,662,55079,19.1,49771,3.6,53.4,29.95
663,663,55101,12.6,60349,3.6,54.9,10.68
664,664,55105,10.9,57675,3.2,55.9,22.68
665,665,55111,8.6,57256,2.6,49.4,20.23
666,666,55117,7.5,61906,2.5,43.9,10.39
667,667,55127,10.1,64234,2.9,45.4,15.43
668,668,55131,4.5,75799,2.5,48.2,14.74
669,669,55133,5.0,87333,2.7,51.1,12.9
670,670,55139,10.4,57785,2.7,44.6,10.53
